"","package","month","total"
"5420","fanplot",2014-10-01,281
"5421","fanplot",2014-11-01,323
"5422","fanplot",2014-12-01,251
"5423","fanplot",2015-01-01,420
"5424","fanplot",2015-02-01,432
"5425","fanplot",2015-03-01,501
"5426","fanplot",2015-04-01,521
"5427","fanplot",2015-05-01,375
"5428","fanplot",2015-06-01,455
"5429","fanplot",2015-07-01,398
"5430","fanplot",2015-08-01,456
"5431","fanplot",2015-09-01,548
"5432","fanplot",2015-10-01,739
"5433","fanplot",2015-11-01,549
"5434","fanplot",2015-12-01,531
"5435","fanplot",2016-01-01,516
"5436","fanplot",2016-02-01,469
"5437","fanplot",2016-03-01,423
"5438","fanplot",2016-04-01,362
"5439","fanplot",2016-05-01,430
"5440","fanplot",2016-06-01,366
"5441","fanplot",2016-07-01,420
"5442","fanplot",2016-08-01,295
"5443","fanplot",2016-09-01,422
"5444","fanplot",2016-10-01,802
"5445","fanplot",2016-11-01,553
"5446","fanplot",2016-12-01,457
"5447","fanplot",2017-01-01,499
"5448","fanplot",2017-02-01,476
"5449","fanplot",2017-03-01,557
"5450","fanplot",2017-04-01,708
"5451","fanplot",2017-05-01,568
"5452","fanplot",2017-06-01,485
"5453","fanplot",2017-07-01,590
"5454","fanplot",2017-08-01,458
"5455","fanplot",2017-09-01,550
"5456","fanplot",2017-10-01,572
"5457","fanplot",2017-11-01,624
"5458","fanplot",2017-12-01,382
"5459","fanplot",2018-01-01,452
"5460","fanplot",2018-02-01,409
"5461","fanplot",2018-03-01,540
"5462","fanplot",2018-04-01,608
"5463","fanplot",2018-05-01,935
"5464","fanplot",2018-06-01,503
"5465","fanplot",2018-07-01,485
"5466","fanplot",2018-08-01,444
"5467","fanplot",2018-09-01,884
"5468","fanplot",2018-10-01,940
"5469","fanplot",2018-11-01,969
"5470","fanplot",2018-12-01,850
"5471","fanplot",2019-01-01,848
"5472","fanplot",2019-02-01,948
"5473","fanplot",2019-03-01,1286
"5474","fanplot",2019-04-01,1175
"5475","fanplot",2019-05-01,1529
"5476","fanplot",2019-06-01,840
"5477","fanplot",2019-07-01,1199
"5478","fanplot",2019-08-01,301
"5479","FeedbackTS",2012-10-01,0
"5480","FeedbackTS",2012-11-01,0
"5481","FeedbackTS",2012-12-01,0
"5482","FeedbackTS",2013-01-01,0
"5483","FeedbackTS",2013-02-01,0
"5484","FeedbackTS",2013-03-01,0
"5485","FeedbackTS",2013-04-01,0
"5486","FeedbackTS",2013-05-01,0
"5487","FeedbackTS",2013-06-01,0
"5488","FeedbackTS",2013-07-01,0
"5489","FeedbackTS",2013-08-01,0
"5490","FeedbackTS",2013-09-01,24
"5491","FeedbackTS",2013-10-01,214
"5492","FeedbackTS",2013-11-01,245
"5493","FeedbackTS",2013-12-01,224
"5494","FeedbackTS",2014-01-01,283
"5495","FeedbackTS",2014-02-01,300
"5496","FeedbackTS",2014-03-01,279
"5497","FeedbackTS",2014-04-01,367
"5498","FeedbackTS",2014-05-01,278
"5499","FeedbackTS",2014-06-01,217
"5500","FeedbackTS",2014-07-01,397
"5501","FeedbackTS",2014-08-01,396
"5502","FeedbackTS",2014-09-01,355
"5503","FeedbackTS",2014-10-01,497
"5504","FeedbackTS",2014-11-01,416
"5505","FeedbackTS",2014-12-01,306
"5506","FeedbackTS",2015-01-01,689
"5507","FeedbackTS",2015-02-01,524
"5508","FeedbackTS",2015-03-01,540
"5509","FeedbackTS",2015-04-01,574
"5510","FeedbackTS",2015-05-01,386
"5511","FeedbackTS",2015-06-01,383
"5512","FeedbackTS",2015-07-01,311
"5513","FeedbackTS",2015-08-01,348
"5514","FeedbackTS",2015-09-01,407
"5515","FeedbackTS",2015-10-01,399
"5516","FeedbackTS",2015-11-01,359
"5517","FeedbackTS",2015-12-01,355
"5518","FeedbackTS",2016-01-01,432
"5519","FeedbackTS",2016-02-01,331
"5520","FeedbackTS",2016-03-01,310
"5521","FeedbackTS",2016-04-01,282
"5522","FeedbackTS",2016-05-01,456
"5523","FeedbackTS",2016-06-01,331
"5524","FeedbackTS",2016-07-01,337
"5525","FeedbackTS",2016-08-01,213
"5526","FeedbackTS",2016-09-01,237
"5527","FeedbackTS",2016-10-01,267
"5528","FeedbackTS",2016-11-01,302
"5529","FeedbackTS",2016-12-01,257
"5530","FeedbackTS",2017-01-01,330
"5531","FeedbackTS",2017-02-01,285
"5532","FeedbackTS",2017-03-01,242
"5533","FeedbackTS",2017-04-01,444
"5534","FeedbackTS",2017-05-01,298
"5535","FeedbackTS",2017-06-01,210
"5536","FeedbackTS",2017-07-01,312
"5537","FeedbackTS",2017-08-01,219
"5538","FeedbackTS",2017-09-01,262
"5539","FeedbackTS",2017-10-01,261
"5540","FeedbackTS",2017-11-01,245
"5541","FeedbackTS",2017-12-01,158
"5542","FeedbackTS",2018-01-01,219
"5543","FeedbackTS",2018-02-01,151
"5544","FeedbackTS",2018-03-01,204
"5545","FeedbackTS",2018-04-01,285
"5546","FeedbackTS",2018-05-01,269
"5547","FeedbackTS",2018-06-01,313
"5548","FeedbackTS",2018-07-01,230
"5549","FeedbackTS",2018-08-01,170
"5550","FeedbackTS",2018-09-01,461
"5551","FeedbackTS",2018-10-01,372
"5552","FeedbackTS",2018-11-01,410
"5553","FeedbackTS",2018-12-01,337
"5554","FeedbackTS",2019-01-01,468
"5555","FeedbackTS",2019-02-01,423
"5556","FeedbackTS",2019-03-01,530
"5557","FeedbackTS",2019-04-01,465
"5558","FeedbackTS",2019-05-01,818
"5559","FeedbackTS",2019-06-01,349
"5560","FeedbackTS",2019-07-01,609
"5561","FeedbackTS",2019-08-01,125
"5562","fGarch",2012-10-01,31
"5563","fGarch",2012-11-01,432
"5564","fGarch",2012-12-01,581
"5565","fGarch",2013-01-01,637
"5566","fGarch",2013-02-01,781
"5567","fGarch",2013-03-01,1216
"5568","fGarch",2013-04-01,1777
"5569","fGarch",2013-05-01,1831
"5570","fGarch",2013-06-01,1328
"5571","fGarch",2013-07-01,911
"5572","fGarch",2013-08-01,942
"5573","fGarch",2013-09-01,1216
"5574","fGarch",2013-10-01,1411
"5575","fGarch",2013-11-01,2026
"5576","fGarch",2013-12-01,1558
"5577","fGarch",2014-01-01,1474
"5578","fGarch",2014-02-01,1740
"5579","fGarch",2014-03-01,2244
"5580","fGarch",2014-04-01,2678
"5581","fGarch",2014-05-01,2392
"5582","fGarch",2014-06-01,2205
"5583","fGarch",2014-07-01,1563
"5584","fGarch",2014-08-01,1903
"5585","fGarch",2014-09-01,1883
"5586","fGarch",2014-10-01,2418
"5587","fGarch",2014-11-01,3111
"5588","fGarch",2014-12-01,2758
"5589","fGarch",2015-01-01,2711
"5590","fGarch",2015-02-01,2614
"5591","fGarch",2015-03-01,3459
"5592","fGarch",2015-04-01,4364
"5593","fGarch",2015-05-01,3768
"5594","fGarch",2015-06-01,3204
"5595","fGarch",2015-07-01,2223
"5596","fGarch",2015-08-01,2174
"5597","fGarch",2015-09-01,2790
"5598","fGarch",2015-10-01,3167
"5599","fGarch",2015-11-01,4476
"5600","fGarch",2015-12-01,3797
"5601","fGarch",2016-01-01,3846
"5602","fGarch",2016-02-01,4067
"5603","fGarch",2016-03-01,4504
"5604","fGarch",2016-04-01,5242
"5605","fGarch",2016-05-01,4923
"5606","fGarch",2016-06-01,4104
"5607","fGarch",2016-07-01,2879
"5608","fGarch",2016-08-01,3678
"5609","fGarch",2016-09-01,4440
"5610","fGarch",2016-10-01,5236
"5611","fGarch",2016-11-01,6814
"5612","fGarch",2016-12-01,5758
"5613","fGarch",2017-01-01,5728
"5614","fGarch",2017-02-01,6914
"5615","fGarch",2017-03-01,9545
"5616","fGarch",2017-04-01,9312
"5617","fGarch",2017-05-01,9301
"5618","fGarch",2017-06-01,7306
"5619","fGarch",2017-07-01,5632
"5620","fGarch",2017-08-01,4708
"5621","fGarch",2017-09-01,6017
"5622","fGarch",2017-10-01,7234
"5623","fGarch",2017-11-01,12377
"5624","fGarch",2017-12-01,8464
"5625","fGarch",2018-01-01,6659
"5626","fGarch",2018-02-01,6665
"5627","fGarch",2018-03-01,9557
"5628","fGarch",2018-04-01,9762
"5629","fGarch",2018-05-01,8646
"5630","fGarch",2018-06-01,7558
"5631","fGarch",2018-07-01,5314
"5632","fGarch",2018-08-01,4925
"5633","fGarch",2018-09-01,8488
"5634","fGarch",2018-10-01,10733
"5635","fGarch",2018-11-01,12917
"5636","fGarch",2018-12-01,9996
"5637","fGarch",2019-01-01,9567
"5638","fGarch",2019-02-01,13650
"5639","fGarch",2019-03-01,13599
"5640","fGarch",2019-04-01,14066
"5641","fGarch",2019-05-01,13756
"5642","fGarch",2019-06-01,10210
"5643","fGarch",2019-07-01,9676
"5644","fGarch",2019-08-01,2336
"5645","FinTS",2012-10-01,19
"5646","FinTS",2012-11-01,191
"5647","FinTS",2012-12-01,389
"5648","FinTS",2013-01-01,610
"5649","FinTS",2013-02-01,812
"5650","FinTS",2013-03-01,1002
"5651","FinTS",2013-04-01,820
"5652","FinTS",2013-05-01,678
"5653","FinTS",2013-06-01,654
"5654","FinTS",2013-07-01,486
"5655","FinTS",2013-08-01,493
"5656","FinTS",2013-09-01,604
"5657","FinTS",2013-10-01,574
"5658","FinTS",2013-11-01,780
"5659","FinTS",2013-12-01,685
"5660","FinTS",2014-01-01,652
"5661","FinTS",2014-02-01,673
"5662","FinTS",2014-03-01,1297
"5663","FinTS",2014-04-01,1292
"5664","FinTS",2014-05-01,989
"5665","FinTS",2014-06-01,1023
"5666","FinTS",2014-07-01,738
"5667","FinTS",2014-08-01,1028
"5668","FinTS",2014-09-01,931
"5669","FinTS",2014-10-01,953
"5670","FinTS",2014-11-01,1255
"5671","FinTS",2014-12-01,1041
"5672","FinTS",2015-01-01,1242
"5673","FinTS",2015-02-01,1229
"5674","FinTS",2015-03-01,1493
"5675","FinTS",2015-04-01,1519
"5676","FinTS",2015-05-01,1499
"5677","FinTS",2015-06-01,1344
"5678","FinTS",2015-07-01,1039
"5679","FinTS",2015-08-01,1202
"5680","FinTS",2015-09-01,1251
"5681","FinTS",2015-10-01,1384
"5682","FinTS",2015-11-01,1611
"5683","FinTS",2015-12-01,1469
"5684","FinTS",2016-01-01,1303
"5685","FinTS",2016-02-01,2088
"5686","FinTS",2016-03-01,1466
"5687","FinTS",2016-04-01,1816
"5688","FinTS",2016-05-01,1829
"5689","FinTS",2016-06-01,1383
"5690","FinTS",2016-07-01,1455
"5691","FinTS",2016-08-01,1014
"5692","FinTS",2016-09-01,1378
"5693","FinTS",2016-10-01,2081
"5694","FinTS",2016-11-01,2423
"5695","FinTS",2016-12-01,2138
"5696","FinTS",2017-01-01,1604
"5697","FinTS",2017-02-01,1911
"5698","FinTS",2017-03-01,2270
"5699","FinTS",2017-04-01,2647
"5700","FinTS",2017-05-01,3409
"5701","FinTS",2017-06-01,2196
"5702","FinTS",2017-07-01,1636
"5703","FinTS",2017-08-01,41
"5704","FinTS",2017-09-01,58
"5705","FinTS",2017-10-01,39
"5706","FinTS",2017-11-01,32
"5707","FinTS",2017-12-01,52
"5708","FinTS",2018-01-01,25
"5709","FinTS",2018-02-01,34
"5710","FinTS",2018-03-01,58
"5711","FinTS",2018-04-01,49
"5712","FinTS",2018-05-01,42
"5713","FinTS",2018-06-01,53
"5714","FinTS",2018-07-01,22
"5715","FinTS",2018-08-01,17
"5716","FinTS",2018-09-01,120
"5717","FinTS",2018-10-01,143
"5718","FinTS",2018-11-01,160
"5719","FinTS",2018-12-01,115
"5720","FinTS",2019-01-01,136
"5721","FinTS",2019-02-01,116
"5722","FinTS",2019-03-01,225
"5723","FinTS",2019-04-01,2427
"5724","FinTS",2019-05-01,3185
"5725","FinTS",2019-06-01,3018
"5726","FinTS",2019-07-01,1735
"5727","FinTS",2019-08-01,382
"5728","FitAR",2012-10-01,22
"5729","FitAR",2012-11-01,124
"5730","FitAR",2012-12-01,144
"5731","FitAR",2013-01-01,155
"5732","FitAR",2013-02-01,227
"5733","FitAR",2013-03-01,403
"5734","FitAR",2013-04-01,461
"5735","FitAR",2013-05-01,351
"5736","FitAR",2013-06-01,342
"5737","FitAR",2013-07-01,355
"5738","FitAR",2013-08-01,400
"5739","FitAR",2013-09-01,453
"5740","FitAR",2013-10-01,351
"5741","FitAR",2013-11-01,379
"5742","FitAR",2013-12-01,332
"5743","FitAR",2014-01-01,479
"5744","FitAR",2014-02-01,470
"5745","FitAR",2014-03-01,523
"5746","FitAR",2014-04-01,615
"5747","FitAR",2014-05-01,468
"5748","FitAR",2014-06-01,426
"5749","FitAR",2014-07-01,467
"5750","FitAR",2014-08-01,746
"5751","FitAR",2014-09-01,553
"5752","FitAR",2014-10-01,742
"5753","FitAR",2014-11-01,889
"5754","FitAR",2014-12-01,615
"5755","FitAR",2015-01-01,806
"5756","FitAR",2015-02-01,698
"5757","FitAR",2015-03-01,974
"5758","FitAR",2015-04-01,1011
"5759","FitAR",2015-05-01,828
"5760","FitAR",2015-06-01,745
"5761","FitAR",2015-07-01,608
"5762","FitAR",2015-08-01,718
"5763","FitAR",2015-09-01,608
"5764","FitAR",2015-10-01,736
"5765","FitAR",2015-11-01,907
"5766","FitAR",2015-12-01,670
"5767","FitAR",2016-01-01,669
"5768","FitAR",2016-02-01,575
"5769","FitAR",2016-03-01,683
"5770","FitAR",2016-04-01,718
"5771","FitAR",2016-05-01,876
"5772","FitAR",2016-06-01,509
"5773","FitAR",2016-07-01,646
"5774","FitAR",2016-08-01,552
"5775","FitAR",2016-09-01,575
"5776","FitAR",2016-10-01,885
"5777","FitAR",2016-11-01,1023
"5778","FitAR",2016-12-01,820
"5779","FitAR",2017-01-01,596
"5780","FitAR",2017-02-01,601
"5781","FitAR",2017-03-01,886
"5782","FitAR",2017-04-01,1232
"5783","FitAR",2017-05-01,1497
"5784","FitAR",2017-06-01,976
"5785","FitAR",2017-07-01,857
"5786","FitAR",2017-08-01,627
"5787","FitAR",2017-09-01,889
"5788","FitAR",2017-10-01,1142
"5789","FitAR",2017-11-01,1318
"5790","FitAR",2017-12-01,822
"5791","FitAR",2018-01-01,681
"5792","FitAR",2018-02-01,681
"5793","FitAR",2018-03-01,931
"5794","FitAR",2018-04-01,1215
"5795","FitAR",2018-05-01,1310
"5796","FitAR",2018-06-01,1158
"5797","FitAR",2018-07-01,833
"5798","FitAR",2018-08-01,735
"5799","FitAR",2018-09-01,1410
"5800","FitAR",2018-10-01,1639
"5801","FitAR",2018-11-01,1738
"5802","FitAR",2018-12-01,1340
"5803","FitAR",2019-01-01,1366
"5804","FitAR",2019-02-01,1394
"5805","FitAR",2019-03-01,1951
"5806","FitAR",2019-04-01,1965
"5807","FitAR",2019-05-01,3051
"5808","FitAR",2019-06-01,1630
"5809","FitAR",2019-07-01,1558
"5810","FitAR",2019-08-01,377
"5811","FitARMA",2012-10-01,19
"5812","FitARMA",2012-11-01,97
"5813","FitARMA",2012-12-01,89
"5814","FitARMA",2013-01-01,145
"5815","FitARMA",2013-02-01,193
"5816","FitARMA",2013-03-01,273
"5817","FitARMA",2013-04-01,299
"5818","FitARMA",2013-05-01,234
"5819","FitARMA",2013-06-01,261
"5820","FitARMA",2013-07-01,249
"5821","FitARMA",2013-08-01,270
"5822","FitARMA",2013-09-01,391
"5823","FitARMA",2013-10-01,379
"5824","FitARMA",2013-11-01,345
"5825","FitARMA",2013-12-01,291
"5826","FitARMA",2014-01-01,328
"5827","FitARMA",2014-02-01,356
"5828","FitARMA",2014-03-01,384
"5829","FitARMA",2014-04-01,464
"5830","FitARMA",2014-05-01,323
"5831","FitARMA",2014-06-01,293
"5832","FitARMA",2014-07-01,303
"5833","FitARMA",2014-08-01,503
"5834","FitARMA",2014-09-01,402
"5835","FitARMA",2014-10-01,525
"5836","FitARMA",2014-11-01,612
"5837","FitARMA",2014-12-01,393
"5838","FitARMA",2015-01-01,590
"5839","FitARMA",2015-02-01,467
"5840","FitARMA",2015-03-01,602
"5841","FitARMA",2015-04-01,730
"5842","FitARMA",2015-05-01,563
"5843","FitARMA",2015-06-01,567
"5844","FitARMA",2015-07-01,419
"5845","FitARMA",2015-08-01,435
"5846","FitARMA",2015-09-01,487
"5847","FitARMA",2015-10-01,530
"5848","FitARMA",2015-11-01,584
"5849","FitARMA",2015-12-01,466
"5850","FitARMA",2016-01-01,473
"5851","FitARMA",2016-02-01,391
"5852","FitARMA",2016-03-01,444
"5853","FitARMA",2016-04-01,396
"5854","FitARMA",2016-05-01,478
"5855","FitARMA",2016-06-01,321
"5856","FitARMA",2016-07-01,392
"5857","FitARMA",2016-08-01,309
"5858","FitARMA",2016-09-01,323
"5859","FitARMA",2016-10-01,420
"5860","FitARMA",2016-11-01,530
"5861","FitARMA",2016-12-01,394
"5862","FitARMA",2017-01-01,370
"5863","FitARMA",2017-02-01,424
"5864","FitARMA",2017-03-01,567
"5865","FitARMA",2017-04-01,810
"5866","FitARMA",2017-05-01,719
"5867","FitARMA",2017-06-01,590
"5868","FitARMA",2017-07-01,557
"5869","FitARMA",2017-08-01,460
"5870","FitARMA",2017-09-01,526
"5871","FitARMA",2017-10-01,713
"5872","FitARMA",2017-11-01,765
"5873","FitARMA",2017-12-01,540
"5874","FitARMA",2018-01-01,508
"5875","FitARMA",2018-02-01,490
"5876","FitARMA",2018-03-01,727
"5877","FitARMA",2018-04-01,931
"5878","FitARMA",2018-05-01,824
"5879","FitARMA",2018-06-01,798
"5880","FitARMA",2018-07-01,617
"5881","FitARMA",2018-08-01,434
"5882","FitARMA",2018-09-01,981
"5883","FitARMA",2018-10-01,941
"5884","FitARMA",2018-11-01,1148
"5885","FitARMA",2018-12-01,860
"5886","FitARMA",2019-01-01,1433
"5887","FitARMA",2019-02-01,1087
"5888","FitARMA",2019-03-01,1458
"5889","FitARMA",2019-04-01,1314
"5890","FitARMA",2019-05-01,1685
"5891","FitARMA",2019-06-01,1061
"5892","FitARMA",2019-07-01,1068
"5893","FitARMA",2019-08-01,256
"5894","FKF",2012-10-01,18
"5895","FKF",2012-11-01,224
"5896","FKF",2012-12-01,199
"5897","FKF",2013-01-01,296
"5898","FKF",2013-02-01,383
"5899","FKF",2013-03-01,386
"5900","FKF",2013-04-01,474
"5901","FKF",2013-05-01,440
"5902","FKF",2013-06-01,434
"5903","FKF",2013-07-01,370
"5904","FKF",2013-08-01,429
"5905","FKF",2013-09-01,599
"5906","FKF",2013-10-01,445
"5907","FKF",2013-11-01,748
"5908","FKF",2013-12-01,496
"5909","FKF",2014-01-01,507
"5910","FKF",2014-02-01,571
"5911","FKF",2014-03-01,704
"5912","FKF",2014-04-01,811
"5913","FKF",2014-05-01,562
"5914","FKF",2014-06-01,630
"5915","FKF",2014-07-01,560
"5916","FKF",2014-08-01,822
"5917","FKF",2014-09-01,764
"5918","FKF",2014-10-01,772
"5919","FKF",2014-11-01,820
"5920","FKF",2014-12-01,673
"5921","FKF",2015-01-01,848
"5922","FKF",2015-02-01,673
"5923","FKF",2015-03-01,916
"5924","FKF",2015-04-01,1099
"5925","FKF",2015-05-01,767
"5926","FKF",2015-06-01,921
"5927","FKF",2015-07-01,689
"5928","FKF",2015-08-01,665
"5929","FKF",2015-09-01,843
"5930","FKF",2015-10-01,867
"5931","FKF",2015-11-01,739
"5932","FKF",2015-12-01,664
"5933","FKF",2016-01-01,725
"5934","FKF",2016-02-01,603
"5935","FKF",2016-03-01,689
"5936","FKF",2016-04-01,663
"5937","FKF",2016-05-01,640
"5938","FKF",2016-06-01,541
"5939","FKF",2016-07-01,568
"5940","FKF",2016-08-01,459
"5941","FKF",2016-09-01,570
"5942","FKF",2016-10-01,708
"5943","FKF",2016-11-01,770
"5944","FKF",2016-12-01,507
"5945","FKF",2017-01-01,646
"5946","FKF",2017-02-01,817
"5947","FKF",2017-03-01,1061
"5948","FKF",2017-04-01,1190
"5949","FKF",2017-05-01,1057
"5950","FKF",2017-06-01,819
"5951","FKF",2017-07-01,854
"5952","FKF",2017-08-01,718
"5953","FKF",2017-09-01,885
"5954","FKF",2017-10-01,1034
"5955","FKF",2017-11-01,779
"5956","FKF",2017-12-01,610
"5957","FKF",2018-01-01,815
"5958","FKF",2018-02-01,651
"5959","FKF",2018-03-01,191
"5960","FKF",2018-04-01,24
"5961","FKF",2018-05-01,57
"5962","FKF",2018-06-01,30
"5963","FKF",2018-07-01,2353
"5964","FKF",2018-08-01,461
"5965","FKF",2018-09-01,628
"5966","FKF",2018-10-01,639
"5967","FKF",2018-11-01,741
"5968","FKF",2018-12-01,607
"5969","FKF",2019-01-01,687
"5970","FKF",2019-02-01,612
"5971","FKF",2019-03-01,812
"5972","FKF",2019-04-01,675
"5973","FKF",2019-05-01,1243
"5974","FKF",2019-06-01,573
"5975","FKF",2019-07-01,787
"5976","FKF",2019-08-01,197
"5977","fma",2012-10-01,54
"5978","fma",2012-11-01,548
"5979","fma",2012-12-01,382
"5980","fma",2013-01-01,532
"5981","fma",2013-02-01,662
"5982","fma",2013-03-01,964
"5983","fma",2013-04-01,1148
"5984","fma",2013-05-01,924
"5985","fma",2013-06-01,1256
"5986","fma",2013-07-01,976
"5987","fma",2013-08-01,1020
"5988","fma",2013-09-01,1486
"5989","fma",2013-10-01,1504
"5990","fma",2013-11-01,1124
"5991","fma",2013-12-01,910
"5992","fma",2014-01-01,1348
"5993","fma",2014-02-01,1566
"5994","fma",2014-03-01,2050
"5995","fma",2014-04-01,2760
"5996","fma",2014-05-01,2370
"5997","fma",2014-06-01,1892
"5998","fma",2014-07-01,2194
"5999","fma",2014-08-01,2362
"6000","fma",2014-09-01,3060
"6001","fma",2014-10-01,3440
"6002","fma",2014-11-01,3288
"6003","fma",2014-12-01,2520
"6004","fma",2015-01-01,3434
"6005","fma",2015-02-01,3664
"6006","fma",2015-03-01,4526
"6007","fma",2015-04-01,5612
"6008","fma",2015-05-01,4428
"6009","fma",2015-06-01,6712
"6010","fma",2015-07-01,7644
"6011","fma",2015-08-01,12944
"6012","fma",2015-09-01,13362
"6013","fma",2015-10-01,8274
"6014","fma",2015-11-01,461004
"6015","fma",2015-12-01,588308
"6016","fma",2016-01-01,50868
"6017","fma",2016-02-01,10908
"6018","fma",2016-03-01,13110
"6019","fma",2016-04-01,13402
"6020","fma",2016-05-01,20706
"6021","fma",2016-06-01,26868
"6022","fma",2016-07-01,26224
"6023","fma",2016-08-01,16046
"6024","fma",2016-09-01,6754
"6025","fma",2016-10-01,8752
"6026","fma",2016-11-01,24036
"6027","fma",2016-12-01,30806
"6028","fma",2017-01-01,30628
"6029","fma",2017-02-01,33628
"6030","fma",2017-03-01,33514
"6031","fma",2017-04-01,42850
"6032","fma",2017-05-01,47180
"6033","fma",2017-06-01,46106
"6034","fma",2017-07-01,50078
"6035","fma",2017-08-01,67252
"6036","fma",2017-09-01,39778
"6037","fma",2017-10-01,10290
"6038","fma",2017-11-01,28050
"6039","fma",2017-12-01,29486
"6040","fma",2018-01-01,22608
"6041","fma",2018-02-01,15440
"6042","fma",2018-03-01,24322
"6043","fma",2018-04-01,33532
"6044","fma",2018-05-01,30660
"6045","fma",2018-06-01,27958
"6046","fma",2018-07-01,20766
"6047","fma",2018-08-01,28006
"6048","fma",2018-09-01,33258
"6049","fma",2018-10-01,35474
"6050","fma",2018-11-01,32150
"6051","fma",2018-12-01,15660
"6052","fma",2019-01-01,28580
"6053","fma",2019-02-01,28364
"6054","fma",2019-03-01,32646
"6055","fma",2019-04-01,34590
"6056","fma",2019-05-01,33152
"6057","fma",2019-06-01,27184
"6058","fma",2019-07-01,28210
"6059","fma",2019-08-01,8268
"6060","fNonlinear",2012-10-01,16
"6061","fNonlinear",2012-11-01,202
"6062","fNonlinear",2012-12-01,257
"6063","fNonlinear",2013-01-01,360
"6064","fNonlinear",2013-02-01,415
"6065","fNonlinear",2013-03-01,443
"6066","fNonlinear",2013-04-01,506
"6067","fNonlinear",2013-05-01,459
"6068","fNonlinear",2013-06-01,556
"6069","fNonlinear",2013-07-01,521
"6070","fNonlinear",2013-08-01,507
"6071","fNonlinear",2013-09-01,645
"6072","fNonlinear",2013-10-01,495
"6073","fNonlinear",2013-11-01,800
"6074","fNonlinear",2013-12-01,490
"6075","fNonlinear",2014-01-01,530
"6076","fNonlinear",2014-02-01,545
"6077","fNonlinear",2014-03-01,588
"6078","fNonlinear",2014-04-01,732
"6079","fNonlinear",2014-05-01,536
"6080","fNonlinear",2014-06-01,611
"6081","fNonlinear",2014-07-01,523
"6082","fNonlinear",2014-08-01,805
"6083","fNonlinear",2014-09-01,753
"6084","fNonlinear",2014-10-01,729
"6085","fNonlinear",2014-11-01,819
"6086","fNonlinear",2014-12-01,651
"6087","fNonlinear",2015-01-01,810
"6088","fNonlinear",2015-02-01,633
"6089","fNonlinear",2015-03-01,851
"6090","fNonlinear",2015-04-01,1019
"6091","fNonlinear",2015-05-01,753
"6092","fNonlinear",2015-06-01,987
"6093","fNonlinear",2015-07-01,613
"6094","fNonlinear",2015-08-01,634
"6095","fNonlinear",2015-09-01,854
"6096","fNonlinear",2015-10-01,872
"6097","fNonlinear",2015-11-01,703
"6098","fNonlinear",2015-12-01,623
"6099","fNonlinear",2016-01-01,735
"6100","fNonlinear",2016-02-01,586
"6101","fNonlinear",2016-03-01,577
"6102","fNonlinear",2016-04-01,531
"6103","fNonlinear",2016-05-01,565
"6104","fNonlinear",2016-06-01,492
"6105","fNonlinear",2016-07-01,511
"6106","fNonlinear",2016-08-01,395
"6107","fNonlinear",2016-09-01,514
"6108","fNonlinear",2016-10-01,574
"6109","fNonlinear",2016-11-01,675
"6110","fNonlinear",2016-12-01,513
"6111","fNonlinear",2017-01-01,636
"6112","fNonlinear",2017-02-01,563
"6113","fNonlinear",2017-03-01,575
"6114","fNonlinear",2017-04-01,756
"6115","fNonlinear",2017-05-01,564
"6116","fNonlinear",2017-06-01,465
"6117","fNonlinear",2017-07-01,549
"6118","fNonlinear",2017-08-01,394
"6119","fNonlinear",2017-09-01,580
"6120","fNonlinear",2017-10-01,589
"6121","fNonlinear",2017-11-01,946
"6122","fNonlinear",2017-12-01,597
"6123","fNonlinear",2018-01-01,684
"6124","fNonlinear",2018-02-01,491
"6125","fNonlinear",2018-03-01,554
"6126","fNonlinear",2018-04-01,732
"6127","fNonlinear",2018-05-01,606
"6128","fNonlinear",2018-06-01,462
"6129","fNonlinear",2018-07-01,392
"6130","fNonlinear",2018-08-01,354
"6131","fNonlinear",2018-09-01,691
"6132","fNonlinear",2018-10-01,589
"6133","fNonlinear",2018-11-01,603
"6134","fNonlinear",2018-12-01,512
"6135","fNonlinear",2019-01-01,618
"6136","fNonlinear",2019-02-01,614
"6137","fNonlinear",2019-03-01,793
"6138","fNonlinear",2019-04-01,710
"6139","fNonlinear",2019-05-01,1120
"6140","fNonlinear",2019-06-01,640
"6141","fNonlinear",2019-07-01,888
"6142","fNonlinear",2019-08-01,190
"6143","ForeCA",2012-10-01,9
"6144","ForeCA",2012-11-01,79
"6145","ForeCA",2012-12-01,101
"6146","ForeCA",2013-01-01,146
"6147","ForeCA",2013-02-01,173
"6148","ForeCA",2013-03-01,202
"6149","ForeCA",2013-04-01,235
"6150","ForeCA",2013-05-01,190
"6151","ForeCA",2013-06-01,219
"6152","ForeCA",2013-07-01,198
"6153","ForeCA",2013-08-01,181
"6154","ForeCA",2013-09-01,270
"6155","ForeCA",2013-10-01,202
"6156","ForeCA",2013-11-01,227
"6157","ForeCA",2013-12-01,197
"6158","ForeCA",2014-01-01,276
"6159","ForeCA",2014-02-01,336
"6160","ForeCA",2014-03-01,525
"6161","ForeCA",2014-04-01,474
"6162","ForeCA",2014-05-01,284
"6163","ForeCA",2014-06-01,319
"6164","ForeCA",2014-07-01,290
"6165","ForeCA",2014-08-01,449
"6166","ForeCA",2014-09-01,365
"6167","ForeCA",2014-10-01,379
"6168","ForeCA",2014-11-01,403
