"","package","month","total"
"11580","multitaper",2016-04-01,583
"11581","multitaper",2016-05-01,663
"11582","multitaper",2016-06-01,381
"11583","multitaper",2016-07-01,453
"11584","multitaper",2016-08-01,281
"11585","multitaper",2016-09-01,415
"11586","multitaper",2016-10-01,344
"11587","multitaper",2016-11-01,460
"11588","multitaper",2016-12-01,322
"11589","multitaper",2017-01-01,437
"11590","multitaper",2017-02-01,489
"11591","multitaper",2017-03-01,1343
"11592","multitaper",2017-04-01,745
"11593","multitaper",2017-05-01,526
"11594","multitaper",2017-06-01,403
"11595","multitaper",2017-07-01,539
"11596","multitaper",2017-08-01,379
"11597","multitaper",2017-09-01,379
"11598","multitaper",2017-10-01,3767
"11599","multitaper",2017-11-01,551
"11600","multitaper",2017-12-01,360
"11601","multitaper",2018-01-01,369
"11602","multitaper",2018-02-01,310
"11603","multitaper",2018-03-01,352
"11604","multitaper",2018-04-01,443
"11605","multitaper",2018-05-01,467
"11606","multitaper",2018-06-01,379
"11607","multitaper",2018-07-01,392
"11608","multitaper",2018-08-01,319
"11609","multitaper",2018-09-01,718
"11610","multitaper",2018-10-01,727
"11611","multitaper",2018-11-01,705
"11612","multitaper",2018-12-01,617
"11613","multitaper",2019-01-01,871
"11614","multitaper",2019-02-01,717
"11615","multitaper",2019-03-01,1059
"11616","multitaper",2019-04-01,984
"11617","multitaper",2019-05-01,1341
"11618","multitaper",2019-06-01,707
"11619","multitaper",2019-07-01,1082
"11620","multitaper",2019-08-01,260
"11621","mvcwt",2012-10-01,0
"11622","mvcwt",2012-11-01,0
"11623","mvcwt",2012-12-01,0
"11624","mvcwt",2013-01-01,0
"11625","mvcwt",2013-02-01,0
"11626","mvcwt",2013-03-01,0
"11627","mvcwt",2013-04-01,0
"11628","mvcwt",2013-05-01,0
"11629","mvcwt",2013-06-01,0
"11630","mvcwt",2013-07-01,0
"11631","mvcwt",2013-08-01,0
"11632","mvcwt",2013-09-01,0
"11633","mvcwt",2013-10-01,0
"11634","mvcwt",2013-11-01,110
"11635","mvcwt",2013-12-01,131
"11636","mvcwt",2014-01-01,189
"11637","mvcwt",2014-02-01,164
"11638","mvcwt",2014-03-01,259
"11639","mvcwt",2014-04-01,302
"11640","mvcwt",2014-05-01,213
"11641","mvcwt",2014-06-01,180
"11642","mvcwt",2014-07-01,303
"11643","mvcwt",2014-08-01,398
"11644","mvcwt",2014-09-01,300
"11645","mvcwt",2014-10-01,317
"11646","mvcwt",2014-11-01,331
"11647","mvcwt",2014-12-01,266
"11648","mvcwt",2015-01-01,402
"11649","mvcwt",2015-02-01,327
"11650","mvcwt",2015-03-01,401
"11651","mvcwt",2015-04-01,477
"11652","mvcwt",2015-05-01,334
"11653","mvcwt",2015-06-01,350
"11654","mvcwt",2015-07-01,268
"11655","mvcwt",2015-08-01,291
"11656","mvcwt",2015-09-01,366
"11657","mvcwt",2015-10-01,360
"11658","mvcwt",2015-11-01,303
"11659","mvcwt",2015-12-01,319
"11660","mvcwt",2016-01-01,340
"11661","mvcwt",2016-02-01,270
"11662","mvcwt",2016-03-01,263
"11663","mvcwt",2016-04-01,212
"11664","mvcwt",2016-05-01,230
"11665","mvcwt",2016-06-01,217
"11666","mvcwt",2016-07-01,265
"11667","mvcwt",2016-08-01,164
"11668","mvcwt",2016-09-01,184
"11669","mvcwt",2016-10-01,218
"11670","mvcwt",2016-11-01,261
"11671","mvcwt",2016-12-01,185
"11672","mvcwt",2017-01-01,228
"11673","mvcwt",2017-02-01,197
"11674","mvcwt",2017-03-01,176
"11675","mvcwt",2017-04-01,387
"11676","mvcwt",2017-05-01,239
"11677","mvcwt",2017-06-01,172
"11678","mvcwt",2017-07-01,280
"11679","mvcwt",2017-08-01,215
"11680","mvcwt",2017-09-01,207
"11681","mvcwt",2017-10-01,231
"11682","mvcwt",2017-11-01,201
"11683","mvcwt",2017-12-01,117
"11684","mvcwt",2018-01-01,195
"11685","mvcwt",2018-02-01,133
"11686","mvcwt",2018-03-01,170
"11687","mvcwt",2018-04-01,249
"11688","mvcwt",2018-05-01,218
"11689","mvcwt",2018-06-01,205
"11690","mvcwt",2018-07-01,198
"11691","mvcwt",2018-08-01,157
"11692","mvcwt",2018-09-01,364
"11693","mvcwt",2018-10-01,318
"11694","mvcwt",2018-11-01,332
"11695","mvcwt",2018-12-01,260
"11696","mvcwt",2019-01-01,785
"11697","mvcwt",2019-02-01,458
"11698","mvcwt",2019-03-01,533
"11699","mvcwt",2019-04-01,456
"11700","mvcwt",2019-05-01,814
"11701","mvcwt",2019-06-01,352
"11702","mvcwt",2019-07-01,582
"11703","mvcwt",2019-08-01,133
"11704","mvLSW",2012-10-01,0
"11705","mvLSW",2012-11-01,0
"11706","mvLSW",2012-12-01,0
"11707","mvLSW",2013-01-01,0
"11708","mvLSW",2013-02-01,0
"11709","mvLSW",2013-03-01,0
"11710","mvLSW",2013-04-01,0
"11711","mvLSW",2013-05-01,0
"11712","mvLSW",2013-06-01,0
"11713","mvLSW",2013-07-01,0
"11714","mvLSW",2013-08-01,0
"11715","mvLSW",2013-09-01,0
"11716","mvLSW",2013-10-01,0
"11717","mvLSW",2013-11-01,0
"11718","mvLSW",2013-12-01,0
"11719","mvLSW",2014-01-01,0
"11720","mvLSW",2014-02-01,0
"11721","mvLSW",2014-03-01,0
"11722","mvLSW",2014-04-01,0
"11723","mvLSW",2014-05-01,0
"11724","mvLSW",2014-06-01,0
"11725","mvLSW",2014-07-01,0
"11726","mvLSW",2014-08-01,0
"11727","mvLSW",2014-09-01,0
"11728","mvLSW",2014-10-01,0
"11729","mvLSW",2014-11-01,0
"11730","mvLSW",2014-12-01,0
"11731","mvLSW",2015-01-01,0
"11732","mvLSW",2015-02-01,0
"11733","mvLSW",2015-03-01,0
"11734","mvLSW",2015-04-01,0
"11735","mvLSW",2015-05-01,0
"11736","mvLSW",2015-06-01,0
"11737","mvLSW",2015-07-01,0
"11738","mvLSW",2015-08-01,0
"11739","mvLSW",2015-09-01,0
"11740","mvLSW",2015-10-01,0
"11741","mvLSW",2015-11-01,0
"11742","mvLSW",2015-12-01,0
"11743","mvLSW",2016-01-01,0
"11744","mvLSW",2016-02-01,0
"11745","mvLSW",2016-03-01,0
"11746","mvLSW",2016-04-01,0
"11747","mvLSW",2016-05-01,0
"11748","mvLSW",2016-06-01,0
"11749","mvLSW",2016-07-01,0
"11750","mvLSW",2016-08-01,0
"11751","mvLSW",2016-09-01,0
"11752","mvLSW",2016-10-01,0
"11753","mvLSW",2016-11-01,0
"11754","mvLSW",2016-12-01,231
"11755","mvLSW",2017-01-01,138
"11756","mvLSW",2017-02-01,239
"11757","mvLSW",2017-03-01,127
"11758","mvLSW",2017-04-01,276
"11759","mvLSW",2017-05-01,136
"11760","mvLSW",2017-06-01,130
"11761","mvLSW",2017-07-01,118
"11762","mvLSW",2017-08-01,656
"11763","mvLSW",2017-09-01,819
"11764","mvLSW",2017-10-01,155
"11765","mvLSW",2017-11-01,116
"11766","mvLSW",2017-12-01,92
"11767","mvLSW",2018-01-01,119
"11768","mvLSW",2018-02-01,120
"11769","mvLSW",2018-03-01,97
"11770","mvLSW",2018-04-01,181
"11771","mvLSW",2018-05-01,123
"11772","mvLSW",2018-06-01,109
"11773","mvLSW",2018-07-01,100
"11774","mvLSW",2018-08-01,88
"11775","mvLSW",2018-09-01,256
"11776","mvLSW",2018-10-01,1162
"11777","mvLSW",2018-11-01,319
"11778","mvLSW",2018-12-01,245
"11779","mvLSW",2019-01-01,325
"11780","mvLSW",2019-02-01,235
"11781","mvLSW",2019-03-01,371
"11782","mvLSW",2019-04-01,384
"11783","mvLSW",2019-05-01,592
"11784","mvLSW",2019-06-01,265
"11785","mvLSW",2019-07-01,479
"11786","mvLSW",2019-08-01,187
"11787","nardl",2012-10-01,0
"11788","nardl",2012-11-01,0
"11789","nardl",2012-12-01,0
"11790","nardl",2013-01-01,0
"11791","nardl",2013-02-01,0
"11792","nardl",2013-03-01,0
"11793","nardl",2013-04-01,0
"11794","nardl",2013-05-01,0
"11795","nardl",2013-06-01,0
"11796","nardl",2013-07-01,0
"11797","nardl",2013-08-01,0
"11798","nardl",2013-09-01,0
"11799","nardl",2013-10-01,0
"11800","nardl",2013-11-01,0
"11801","nardl",2013-12-01,0
"11802","nardl",2014-01-01,0
"11803","nardl",2014-02-01,0
"11804","nardl",2014-03-01,0
"11805","nardl",2014-04-01,0
"11806","nardl",2014-05-01,0
"11807","nardl",2014-06-01,0
"11808","nardl",2014-07-01,0
"11809","nardl",2014-08-01,0
"11810","nardl",2014-09-01,0
"11811","nardl",2014-10-01,0
"11812","nardl",2014-11-01,0
"11813","nardl",2014-12-01,0
"11814","nardl",2015-01-01,0
"11815","nardl",2015-02-01,0
"11816","nardl",2015-03-01,0
"11817","nardl",2015-04-01,0
"11818","nardl",2015-05-01,0
"11819","nardl",2015-06-01,0
"11820","nardl",2015-07-01,0
"11821","nardl",2015-08-01,0
"11822","nardl",2015-09-01,0
"11823","nardl",2015-10-01,0
"11824","nardl",2015-11-01,0
"11825","nardl",2015-12-01,0
"11826","nardl",2016-01-01,0
"11827","nardl",2016-02-01,0
"11828","nardl",2016-03-01,0
"11829","nardl",2016-04-01,0
"11830","nardl",2016-05-01,0
"11831","nardl",2016-06-01,0
"11832","nardl",2016-07-01,0
"11833","nardl",2016-08-01,0
"11834","nardl",2016-09-01,0
"11835","nardl",2016-10-01,0
"11836","nardl",2016-11-01,0
"11837","nardl",2016-12-01,0
"11838","nardl",2017-01-01,0
"11839","nardl",2017-02-01,0
"11840","nardl",2017-03-01,0
"11841","nardl",2017-04-01,0
"11842","nardl",2017-05-01,0
"11843","nardl",2017-06-01,0
"11844","nardl",2017-07-01,124
"11845","nardl",2017-08-01,115
"11846","nardl",2017-09-01,151
"11847","nardl",2017-10-01,160
"11848","nardl",2017-11-01,138
"11849","nardl",2017-12-01,104
"11850","nardl",2018-01-01,157
"11851","nardl",2018-02-01,164
"11852","nardl",2018-03-01,688
"11853","nardl",2018-04-01,335
"11854","nardl",2018-05-01,391
"11855","nardl",2018-06-01,219
"11856","nardl",2018-07-01,210
"11857","nardl",2018-08-01,220
"11858","nardl",2018-09-01,415
"11859","nardl",2018-10-01,335
"11860","nardl",2018-11-01,367
"11861","nardl",2018-12-01,299
"11862","nardl",2019-01-01,361
"11863","nardl",2019-02-01,438
"11864","nardl",2019-03-01,442
"11865","nardl",2019-04-01,457
"11866","nardl",2019-05-01,1262
"11867","nardl",2019-06-01,664
"11868","nardl",2019-07-01,1049
"11869","nardl",2019-08-01,281
"11870","nets",2012-10-01,0
"11871","nets",2012-11-01,0
"11872","nets",2012-12-01,0
"11873","nets",2013-01-01,0
"11874","nets",2013-02-01,0
"11875","nets",2013-03-01,140
"11876","nets",2013-04-01,196
"11877","nets",2013-05-01,151
"11878","nets",2013-06-01,180
"11879","nets",2013-07-01,171
"11880","nets",2013-08-01,169
"11881","nets",2013-09-01,226
"11882","nets",2013-10-01,172
"11883","nets",2013-11-01,192
"11884","nets",2013-12-01,183
"11885","nets",2014-01-01,235
"11886","nets",2014-02-01,276
"11887","nets",2014-03-01,271
"11888","nets",2014-04-01,330
"11889","nets",2014-05-01,222
"11890","nets",2014-06-01,185
"11891","nets",2014-07-01,224
"11892","nets",2014-08-01,346
"11893","nets",2014-09-01,283
"11894","nets",2014-10-01,306
"11895","nets",2014-11-01,319
"11896","nets",2014-12-01,263
"11897","nets",2015-01-01,403
"11898","nets",2015-02-01,321
"11899","nets",2015-03-01,387
"11900","nets",2015-04-01,489
"11901","nets",2015-05-01,349
"11902","nets",2015-06-01,377
"11903","nets",2015-07-01,270
"11904","nets",2015-08-01,286
"11905","nets",2015-09-01,370
"11906","nets",2015-10-01,368
"11907","nets",2015-11-01,300
"11908","nets",2015-12-01,324
"11909","nets",2016-01-01,351
"11910","nets",2016-02-01,270
"11911","nets",2016-03-01,548
"11912","nets",2016-04-01,346
"11913","nets",2016-05-01,310
"11914","nets",2016-06-01,270
"11915","nets",2016-07-01,305
"11916","nets",2016-08-01,192
"11917","nets",2016-09-01,228
"11918","nets",2016-10-01,251
"11919","nets",2016-11-01,290
"11920","nets",2016-12-01,211
"11921","nets",2017-01-01,252
"11922","nets",2017-02-01,205
"11923","nets",2017-03-01,212
"11924","nets",2017-04-01,405
"11925","nets",2017-05-01,279
"11926","nets",2017-06-01,216
"11927","nets",2017-07-01,314
"11928","nets",2017-08-01,213
"11929","nets",2017-09-01,228
"11930","nets",2017-10-01,972
"11931","nets",2017-11-01,378
"11932","nets",2017-12-01,221
"11933","nets",2018-01-01,265
"11934","nets",2018-02-01,200
"11935","nets",2018-03-01,205
"11936","nets",2018-04-01,307
"11937","nets",2018-05-01,253
"11938","nets",2018-06-01,184
"11939","nets",2018-07-01,203
"11940","nets",2018-08-01,168
"11941","nets",2018-09-01,383
"11942","nets",2018-10-01,329
"11943","nets",2018-11-01,346
"11944","nets",2018-12-01,286
"11945","nets",2019-01-01,391
"11946","nets",2019-02-01,416
"11947","nets",2019-03-01,474
"11948","nets",2019-04-01,431
"11949","nets",2019-05-01,788
"11950","nets",2019-06-01,353
"11951","nets",2019-07-01,593
"11952","nets",2019-08-01,121
"11953","NlinTS",2012-10-01,0
"11954","NlinTS",2012-11-01,0
"11955","NlinTS",2012-12-01,0
"11956","NlinTS",2013-01-01,0
"11957","NlinTS",2013-02-01,0
"11958","NlinTS",2013-03-01,0
"11959","NlinTS",2013-04-01,0
"11960","NlinTS",2013-05-01,0
"11961","NlinTS",2013-06-01,0
"11962","NlinTS",2013-07-01,0
"11963","NlinTS",2013-08-01,0
"11964","NlinTS",2013-09-01,0
"11965","NlinTS",2013-10-01,0
"11966","NlinTS",2013-11-01,0
"11967","NlinTS",2013-12-01,0
"11968","NlinTS",2014-01-01,0
"11969","NlinTS",2014-02-01,0
"11970","NlinTS",2014-03-01,0
"11971","NlinTS",2014-04-01,0
"11972","NlinTS",2014-05-01,0
"11973","NlinTS",2014-06-01,0
"11974","NlinTS",2014-07-01,0
"11975","NlinTS",2014-08-01,0
"11976","NlinTS",2014-09-01,0
"11977","NlinTS",2014-10-01,0
"11978","NlinTS",2014-11-01,0
"11979","NlinTS",2014-12-01,0
"11980","NlinTS",2015-01-01,0
"11981","NlinTS",2015-02-01,0
"11982","NlinTS",2015-03-01,0
"11983","NlinTS",2015-04-01,0
"11984","NlinTS",2015-05-01,0
"11985","NlinTS",2015-06-01,0
"11986","NlinTS",2015-07-01,0
"11987","NlinTS",2015-08-01,0
"11988","NlinTS",2015-09-01,0
"11989","NlinTS",2015-10-01,0
"11990","NlinTS",2015-11-01,0
"11991","NlinTS",2015-12-01,0
"11992","NlinTS",2016-01-01,0
"11993","NlinTS",2016-02-01,0
"11994","NlinTS",2016-03-01,0
"11995","NlinTS",2016-04-01,0
"11996","NlinTS",2016-05-01,0
"11997","NlinTS",2016-06-01,0
"11998","NlinTS",2016-07-01,0
"11999","NlinTS",2016-08-01,0
"12000","NlinTS",2016-09-01,0
"12001","NlinTS",2016-10-01,0
"12002","NlinTS",2016-11-01,0
"12003","NlinTS",2016-12-01,0
"12004","NlinTS",2017-01-01,0
"12005","NlinTS",2017-02-01,0
"12006","NlinTS",2017-03-01,0
"12007","NlinTS",2017-04-01,0
"12008","NlinTS",2017-05-01,0
"12009","NlinTS",2017-06-01,0
"12010","NlinTS",2017-07-01,0
"12011","NlinTS",2017-08-01,0
"12012","NlinTS",2017-09-01,0
"12013","NlinTS",2017-10-01,0
"12014","NlinTS",2017-11-01,0
"12015","NlinTS",2017-12-01,0
"12016","NlinTS",2018-01-01,0
"12017","NlinTS",2018-02-01,14
"12018","NlinTS",2018-03-01,966
"12019","NlinTS",2018-04-01,190
"12020","NlinTS",2018-05-01,206
"12021","NlinTS",2018-06-01,189
"12022","NlinTS",2018-07-01,328
"12023","NlinTS",2018-08-01,210
"12024","NlinTS",2018-09-01,541
"12025","NlinTS",2018-10-01,375
"12026","NlinTS",2018-11-01,412
"12027","NlinTS",2018-12-01,339
"12028","NlinTS",2019-01-01,750
"12029","NlinTS",2019-02-01,489
"12030","NlinTS",2019-03-01,531
"12031","NlinTS",2019-04-01,479
"12032","NlinTS",2019-05-01,632
"12033","NlinTS",2019-06-01,307
"12034","NlinTS",2019-07-01,516
"12035","NlinTS",2019-08-01,115
"12036","nlts",2012-10-01,7
"12037","nlts",2012-11-01,52
"12038","nlts",2012-12-01,58
"12039","nlts",2013-01-01,118
"12040","nlts",2013-02-01,165
"12041","nlts",2013-03-01,182
"12042","nlts",2013-04-01,15
"12043","nlts",2013-05-01,3
"12044","nlts",2013-06-01,127
"12045","nlts",2013-07-01,127
"12046","nlts",2013-08-01,163
"12047","nlts",2013-09-01,218
"12048","nlts",2013-10-01,164
"12049","nlts",2013-11-01,206
"12050","nlts",2013-12-01,174
"12051","nlts",2014-01-01,253
"12052","nlts",2014-02-01,282
"12053","nlts",2014-03-01,297
"12054","nlts",2014-04-01,338
"12055","nlts",2014-05-01,228
"12056","nlts",2014-06-01,197
"12057","nlts",2014-07-01,225
"12058","nlts",2014-08-01,424
"12059","nlts",2014-09-01,307
"12060","nlts",2014-10-01,346
"12061","nlts",2014-11-01,368
"12062","nlts",2014-12-01,316
"12063","nlts",2015-01-01,452
"12064","nlts",2015-02-01,336
"12065","nlts",2015-03-01,438
"12066","nlts",2015-04-01,504
"12067","nlts",2015-05-01,360
"12068","nlts",2015-06-01,369
"12069","nlts",2015-07-01,279
"12070","nlts",2015-08-01,297
"12071","nlts",2015-09-01,365
"12072","nlts",2015-10-01,371
"12073","nlts",2015-11-01,317
"12074","nlts",2015-12-01,328
"12075","nlts",2016-01-01,362
"12076","nlts",2016-02-01,276
"12077","nlts",2016-03-01,276
"12078","nlts",2016-04-01,226
"12079","nlts",2016-05-01,246
"12080","nlts",2016-06-01,227
"12081","nlts",2016-07-01,263
"12082","nlts",2016-08-01,163
"12083","nlts",2016-09-01,191
"12084","nlts",2016-10-01,240
"12085","nlts",2016-11-01,291
"12086","nlts",2016-12-01,217
"12087","nlts",2017-01-01,237
"12088","nlts",2017-02-01,200
"12089","nlts",2017-03-01,185
"12090","nlts",2017-04-01,413
"12091","nlts",2017-05-01,264
"12092","nlts",2017-06-01,202
"12093","nlts",2017-07-01,285
"12094","nlts",2017-08-01,447
"12095","nlts",2017-09-01,363
"12096","nlts",2017-10-01,355
"12097","nlts",2017-11-01,278
"12098","nlts",2017-12-01,165
"12099","nlts",2018-01-01,242
"12100","nlts",2018-02-01,165
"12101","nlts",2018-03-01,192
"12102","nlts",2018-04-01,296
"12103","nlts",2018-05-01,270
"12104","nlts",2018-06-01,184
"12105","nlts",2018-07-01,201
"12106","nlts",2018-08-01,173
"12107","nlts",2018-09-01,376
"12108","nlts",2018-10-01,545
"12109","nlts",2018-11-01,522
"12110","nlts",2018-12-01,355
"12111","nlts",2019-01-01,432
"12112","nlts",2019-02-01,416
"12113","nlts",2019-03-01,508
"12114","nlts",2019-04-01,463
"12115","nlts",2019-05-01,822
"12116","nlts",2019-06-01,370
"12117","nlts",2019-07-01,598
"12118","nlts",2019-08-01,134
"12119","nnfor",2012-10-01,0
"12120","nnfor",2012-11-01,0
"12121","nnfor",2012-12-01,0
"12122","nnfor",2013-01-01,0
"12123","nnfor",2013-02-01,0
"12124","nnfor",2013-03-01,0
"12125","nnfor",2013-04-01,0
"12126","nnfor",2013-05-01,0
"12127","nnfor",2013-06-01,0
"12128","nnfor",2013-07-01,0
"12129","nnfor",2013-08-01,0
"12130","nnfor",2013-09-01,0
"12131","nnfor",2013-10-01,0
"12132","nnfor",2013-11-01,0
"12133","nnfor",2013-12-01,0
"12134","nnfor",2014-01-01,0
"12135","nnfor",2014-02-01,0
"12136","nnfor",2014-03-01,0
"12137","nnfor",2014-04-01,0
"12138","nnfor",2014-05-01,0
"12139","nnfor",2014-06-01,0
"12140","nnfor",2014-07-01,0
"12141","nnfor",2014-08-01,0
"12142","nnfor",2014-09-01,0
"12143","nnfor",2014-10-01,0
"12144","nnfor",2014-11-01,0
"12145","nnfor",2014-12-01,0
"12146","nnfor",2015-01-01,0
"12147","nnfor",2015-02-01,0
"12148","nnfor",2015-03-01,0
"12149","nnfor",2015-04-01,0
"12150","nnfor",2015-05-01,0
"12151","nnfor",2015-06-01,0
"12152","nnfor",2015-07-01,0
"12153","nnfor",2015-08-01,0
"12154","nnfor",2015-09-01,0
"12155","nnfor",2015-10-01,0
"12156","nnfor",2015-11-01,0
"12157","nnfor",2015-12-01,0
"12158","nnfor",2016-01-01,0
"12159","nnfor",2016-02-01,0
"12160","nnfor",2016-03-01,0
"12161","nnfor",2016-04-01,0
"12162","nnfor",2016-05-01,0
"12163","nnfor",2016-06-01,0
"12164","nnfor",2016-07-01,0
"12165","nnfor",2016-08-01,0
"12166","nnfor",2016-09-01,0
"12167","nnfor",2016-10-01,0
"12168","nnfor",2016-11-01,0
"12169","nnfor",2016-12-01,0
"12170","nnfor",2017-01-01,0
"12171","nnfor",2017-02-01,0
"12172","nnfor",2017-03-01,0
"12173","nnfor",2017-04-01,0
"12174","nnfor",2017-05-01,0
"12175","nnfor",2017-06-01,0
"12176","nnfor",2017-07-01,0
"12177","nnfor",2017-08-01,0
"12178","nnfor",2017-09-01,0
"12179","nnfor",2017-10-01,67
"12180","nnfor",2017-11-01,250
"12181","nnfor",2017-12-01,449
"12182","nnfor",2018-01-01,355
"12183","nnfor",2018-02-01,273
"12184","nnfor",2018-03-01,367
"12185","nnfor",2018-04-01,441
"12186","nnfor",2018-05-01,410
"12187","nnfor",2018-06-01,403
"12188","nnfor",2018-07-01,387
"12189","nnfor",2018-08-01,383
"12190","nnfor",2018-09-01,686
"12191","nnfor",2018-10-01,890
"12192","nnfor",2018-11-01,891
"12193","nnfor",2018-12-01,826
"12194","nnfor",2019-01-01,1368
"12195","nnfor",2019-02-01,1163
"12196","nnfor",2019-03-01,1217
"12197","nnfor",2019-04-01,1244
"12198","nnfor",2019-05-01,1601
"12199","nnfor",2019-06-01,1012
"12200","nnfor",2019-07-01,1446
"12201","nnfor",2019-08-01,363
"12202","nonlinearTseries",2012-10-01,0
"12203","nonlinearTseries",2012-11-01,0
"12204","nonlinearTseries",2012-12-01,0
"12205","nonlinearTseries",2013-01-01,0
"12206","nonlinearTseries",2013-02-01,0
"12207","nonlinearTseries",2013-03-01,0
"12208","nonlinearTseries",2013-04-01,0
"12209","nonlinearTseries",2013-05-01,0
"12210","nonlinearTseries",2013-06-01,0
"12211","nonlinearTseries",2013-07-01,0
"12212","nonlinearTseries",2013-08-01,1
"12213","nonlinearTseries",2013-09-01,185
"12214","nonlinearTseries",2013-10-01,206
"12215","nonlinearTseries",2013-11-01,329
"12216","nonlinearTseries",2013-12-01,247
"12217","nonlinearTseries",2014-01-01,349
"12218","nonlinearTseries",2014-02-01,460
"12219","nonlinearTseries",2014-03-01,363
"12220","nonlinearTseries",2014-04-01,426
"12221","nonlinearTseries",2014-05-01,298
"12222","nonlinearTseries",2014-06-01,307
"12223","nonlinearTseries",2014-07-01,273
"12224","nonlinearTseries",2014-08-01,416
"12225","nonlinearTseries",2014-09-01,310
"12226","nonlinearTseries",2014-10-01,385
"12227","nonlinearTseries",2014-11-01,369
"12228","nonlinearTseries",2014-12-01,318
"12229","nonlinearTseries",2015-01-01,499
"12230","nonlinearTseries",2015-02-01,418
"12231","nonlinearTseries",2015-03-01,504
"12232","nonlinearTseries",2015-04-01,613
"12233","nonlinearTseries",2015-05-01,553
"12234","nonlinearTseries",2015-06-01,776
"12235","nonlinearTseries",2015-07-01,562
"12236","nonlinearTseries",2015-08-01,569
"12237","nonlinearTseries",2015-09-01,527
"12238","nonlinearTseries",2015-10-01,516
"12239","nonlinearTseries",2015-11-01,508
"12240","nonlinearTseries",2015-12-01,493
"12241","nonlinearTseries",2016-01-01,547
"12242","nonlinearTseries",2016-02-01,496
"12243","nonlinearTseries",2016-03-01,420
"12244","nonlinearTseries",2016-04-01,355
"12245","nonlinearTseries",2016-05-01,460
"12246","nonlinearTseries",2016-06-01,413
"12247","nonlinearTseries",2016-07-01,490
"12248","nonlinearTseries",2016-08-01,334
"12249","nonlinearTseries",2016-09-01,523
"12250","nonlinearTseries",2016-10-01,901
"12251","nonlinearTseries",2016-11-01,552
"12252","nonlinearTseries",2016-12-01,481
"12253","nonlinearTseries",2017-01-01,565
"12254","nonlinearTseries",2017-02-01,517
"12255","nonlinearTseries",2017-03-01,506
"12256","nonlinearTseries",2017-04-01,676
"12257","nonlinearTseries",2017-05-01,687
"12258","nonlinearTseries",2017-06-01,414
"12259","nonlinearTseries",2017-07-01,508
"12260","nonlinearTseries",2017-08-01,428
"12261","nonlinearTseries",2017-09-01,408
"12262","nonlinearTseries",2017-10-01,508
"12263","nonlinearTseries",2017-11-01,551
"12264","nonlinearTseries",2017-12-01,417
"12265","nonlinearTseries",2018-01-01,501
"12266","nonlinearTseries",2018-02-01,394
"12267","nonlinearTseries",2018-03-01,519
"12268","nonlinearTseries",2018-04-01,616
"12269","nonlinearTseries",2018-05-01,810
"12270","nonlinearTseries",2018-06-01,434
"12271","nonlinearTseries",2018-07-01,443
"12272","nonlinearTseries",2018-08-01,673
"12273","nonlinearTseries",2018-09-01,2281
"12274","nonlinearTseries",2018-10-01,1045
"12275","nonlinearTseries",2018-11-01,1374
"12276","nonlinearTseries",2018-12-01,707
"12277","nonlinearTseries",2019-01-01,812
"12278","nonlinearTseries",2019-02-01,1892
"12279","nonlinearTseries",2019-03-01,1313
"12280","nonlinearTseries",2019-04-01,1054
"12281","nonlinearTseries",2019-05-01,1540
"12282","nonlinearTseries",2019-06-01,801
"12283","nonlinearTseries",2019-07-01,1071
"12284","nonlinearTseries",2019-08-01,252
"12285","npst",2012-10-01,10
"12286","npst",2012-11-01,50
"12287","npst",2012-12-01,45
"12288","npst",2013-01-01,0
"12289","npst",2013-02-01,3
"12290","npst",2013-03-01,22
"12291","npst",2013-04-01,0
"12292","npst",2013-05-01,1
"12293","npst",2013-06-01,1
"12294","npst",2013-07-01,2
"12295","npst",2013-08-01,39
"12296","npst",2013-09-01,12
"12297","npst",2013-10-01,0
"12298","npst",2013-11-01,2
"12299","npst",2013-12-01,4
"12300","npst",2014-01-01,5
"12301","npst",2014-02-01,125
"12302","npst",2014-03-01,274
"12303","npst",2014-04-01,310
"12304","npst",2014-05-01,217
"12305","npst",2014-06-01,184
"12306","npst",2014-07-01,211
"12307","npst",2014-08-01,364
"12308","npst",2014-09-01,259
"12309","npst",2014-10-01,279
"12310","npst",2014-11-01,303
"12311","npst",2014-12-01,241
"12312","npst",2015-01-01,410
"12313","npst",2015-02-01,298
"12314","npst",2015-03-01,423
"12315","npst",2015-04-01,485
"12316","npst",2015-05-01,344
"12317","npst",2015-06-01,360
"12318","npst",2015-07-01,275
"12319","npst",2015-08-01,309
"12320","npst",2015-09-01,372
"12321","npst",2015-10-01,368
"12322","npst",2015-11-01,310
"12323","npst",2015-12-01,338
"12324","npst",2016-01-01,344
"12325","npst",2016-02-01,266
"12326","npst",2016-03-01,269
"12327","npst",2016-04-01,240
"12328","npst",2016-05-01,230
"12329","npst",2016-06-01,209
"12330","npst",2016-07-01,251
"12331","npst",2016-08-01,158
"12332","npst",2016-09-01,175
"12333","npst",2016-10-01,211
"12334","npst",2016-11-01,264
"12335","npst",2016-12-01,192
"12336","npst",2017-01-01,231
"12337","npst",2017-02-01,182
"12338","npst",2017-03-01,169
"12339","npst",2017-04-01,367
"12340","npst",2017-05-01,230
"12341","npst",2017-06-01,171
"12342","npst",2017-07-01,287
"12343","npst",2017-08-01,191
"12344","npst",2017-09-01,207
"12345","npst",2017-10-01,242
"12346","npst",2017-11-01,213
"12347","npst",2017-12-01,117
"12348","npst",2018-01-01,185
