"","ctv","month","total"
"1","Bayesian",2012-10-01,5289
"2","Bayesian",2012-11-01,68395
"3","Bayesian",2012-12-01,73758
"4","Bayesian",2013-01-01,128429
"5","Bayesian",2013-02-01,158311
"6","Bayesian",2013-03-01,169520
"7","Bayesian",2013-04-01,207478
"8","Bayesian",2013-05-01,218976
"9","Bayesian",2013-06-01,224998
"10","Bayesian",2013-07-01,225406
"11","Bayesian",2013-08-01,216831
"12","Bayesian",2013-09-01,295796
"13","Bayesian",2013-10-01,342807
"14","Bayesian",2013-11-01,360499
"15","Bayesian",2013-12-01,296167
"16","Bayesian",2014-01-01,378080
"17","Bayesian",2014-02-01,437543
"18","Bayesian",2014-03-01,498093
"19","Bayesian",2014-04-01,574055
"20","Bayesian",2014-05-01,439933
"21","Bayesian",2014-06-01,480333
"22","Bayesian",2014-07-01,556952
"23","Bayesian",2014-08-01,544284
"24","Bayesian",2014-09-01,593717
"25","Bayesian",2014-10-01,690512
"26","Bayesian",2014-11-01,846998
"27","Bayesian",2014-12-01,693749
"28","Bayesian",2015-01-01,771373
"29","Bayesian",2015-02-01,961923
"30","Bayesian",2015-03-01,1211468
"31","Bayesian",2015-04-01,1248421
"32","Bayesian",2015-05-01,1155652
"33","Bayesian",2015-06-01,1110996
"34","Bayesian",2015-07-01,1048510
"35","Bayesian",2015-08-01,1138831
"36","Bayesian",2015-09-01,1371439
"37","Bayesian",2015-10-01,1548209
"38","Bayesian",2015-11-01,1620246
"39","Bayesian",2015-12-01,1414802
"40","Bayesian",2016-01-01,1585678
"41","Bayesian",2016-02-01,1866678
"42","Bayesian",2016-03-01,1867961
"43","Bayesian",2016-04-01,1750517
"44","Bayesian",2016-05-01,1899726
"45","Bayesian",2016-06-01,1497791
"46","Bayesian",2016-07-01,1408485
"47","Bayesian",2016-08-01,1515875
"48","Bayesian",2016-09-01,2057441
"49","Bayesian",2016-10-01,2206991
"50","Bayesian",2016-11-01,2890841
"51","Bayesian",2016-12-01,2203522
"52","Bayesian",2017-01-01,2284141
"53","Bayesian",2017-02-01,2666358
"54","Bayesian",2017-03-01,2655807
"55","Bayesian",2017-04-01,2694979
"56","Bayesian",2017-05-01,2868660
"57","Bayesian",2017-06-01,2193728
"58","Bayesian",2017-07-01,2040529
"59","Bayesian",2017-08-01,2134767
"60","Bayesian",2017-09-01,2523811
"61","Bayesian",2017-10-01,2964703
"62","Bayesian",2017-11-01,2985777
"63","Bayesian",2017-12-01,2273519
"64","Bayesian",2018-01-01,3015351
"65","Bayesian",2018-02-01,2347552
"66","Bayesian",2018-03-01,3042329
"67","Bayesian",2018-04-01,3197468
"68","Bayesian",2018-05-01,2821356
"69","Bayesian",2018-06-01,2595992
"70","Bayesian",2018-07-01,2395996
"71","Bayesian",2018-08-01,2442796
"72","Bayesian",2018-09-01,3338735
"73","Bayesian",2018-10-01,4151882
"74","Bayesian",2018-11-01,4340443
"75","Bayesian",2018-12-01,3156024
"76","Bayesian",2019-01-01,3695931
"77","Bayesian",2019-02-01,4297266
"78","Bayesian",2019-03-01,4953797
"79","Bayesian",2019-04-01,4245590
"80","Bayesian",2019-05-01,4324199
"81","Bayesian",2019-06-01,3226804
"82","Bayesian",2019-07-01,3290193
"83","Bayesian",2019-08-01,1169868
"84","ChemPhys",2012-10-01,2499
"85","ChemPhys",2012-11-01,25099
"86","ChemPhys",2012-12-01,43314
"87","ChemPhys",2013-01-01,80610
"88","ChemPhys",2013-02-01,85807
"89","ChemPhys",2013-03-01,74906
"90","ChemPhys",2013-04-01,66270
"91","ChemPhys",2013-05-01,58257
"92","ChemPhys",2013-06-01,54106
"93","ChemPhys",2013-07-01,101440
"94","ChemPhys",2013-08-01,111876
"95","ChemPhys",2013-09-01,128744
"96","ChemPhys",2013-10-01,109269
"97","ChemPhys",2013-11-01,143417
"98","ChemPhys",2013-12-01,137392
"99","ChemPhys",2014-01-01,157852
"100","ChemPhys",2014-02-01,162683
"101","ChemPhys",2014-03-01,252509
"102","ChemPhys",2014-04-01,256782
"103","ChemPhys",2014-05-01,148107
"104","ChemPhys",2014-06-01,138843
"105","ChemPhys",2014-07-01,127016
"106","ChemPhys",2014-08-01,143879
"107","ChemPhys",2014-09-01,128582
"108","ChemPhys",2014-10-01,323416
"109","ChemPhys",2014-11-01,232694
"110","ChemPhys",2014-12-01,178110
"111","ChemPhys",2015-01-01,329102
"112","ChemPhys",2015-02-01,347797
"113","ChemPhys",2015-03-01,385018
"114","ChemPhys",2015-04-01,336669
"115","ChemPhys",2015-05-01,282780
"116","ChemPhys",2015-06-01,323680
"117","ChemPhys",2015-07-01,508013
"118","ChemPhys",2015-08-01,594993
"119","ChemPhys",2015-09-01,576043
"120","ChemPhys",2015-10-01,595548
"121","ChemPhys",2015-11-01,609833
"122","ChemPhys",2015-12-01,436698
"123","ChemPhys",2016-01-01,703997
"124","ChemPhys",2016-02-01,1177341
"125","ChemPhys",2016-03-01,1403271
"126","ChemPhys",2016-04-01,1159486
"127","ChemPhys",2016-05-01,1245330
"128","ChemPhys",2016-06-01,891199
"129","ChemPhys",2016-07-01,560408
"130","ChemPhys",2016-08-01,447235
"131","ChemPhys",2016-09-01,510776
"132","ChemPhys",2016-10-01,587252
"133","ChemPhys",2016-11-01,614665
"134","ChemPhys",2016-12-01,449667
"135","ChemPhys",2017-01-01,1048627
"136","ChemPhys",2017-02-01,1284635
"137","ChemPhys",2017-03-01,995290
"138","ChemPhys",2017-04-01,803702
"139","ChemPhys",2017-05-01,697221
"140","ChemPhys",2017-06-01,624036
"141","ChemPhys",2017-07-01,563066
"142","ChemPhys",2017-08-01,494427
"143","ChemPhys",2017-09-01,502941
"144","ChemPhys",2017-10-01,595861
"145","ChemPhys",2017-11-01,614691
"146","ChemPhys",2017-12-01,453393
"147","ChemPhys",2018-01-01,532615
"148","ChemPhys",2018-02-01,720154
"149","ChemPhys",2018-03-01,1057494
"150","ChemPhys",2018-04-01,1064692
"151","ChemPhys",2018-05-01,681815
"152","ChemPhys",2018-06-01,569398
"153","ChemPhys",2018-07-01,543122
"154","ChemPhys",2018-08-01,454128
"155","ChemPhys",2018-09-01,644800
"156","ChemPhys",2018-10-01,782784
"157","ChemPhys",2018-11-01,821745
"158","ChemPhys",2018-12-01,597747
"159","ChemPhys",2019-01-01,689517
"160","ChemPhys",2019-02-01,699815
"161","ChemPhys",2019-03-01,821377
"162","ChemPhys",2019-04-01,1853462
"163","ChemPhys",2019-05-01,2032241
"164","ChemPhys",2019-06-01,1398789
"165","ChemPhys",2019-07-01,1288285
"166","ChemPhys",2019-08-01,644694
"167","ClinicalTrials",2012-10-01,1020
"168","ClinicalTrials",2012-11-01,11378
"169","ClinicalTrials",2012-12-01,13250
"170","ClinicalTrials",2013-01-01,22061
"171","ClinicalTrials",2013-02-01,22874
"172","ClinicalTrials",2013-03-01,31670
"173","ClinicalTrials",2013-04-01,35161
"174","ClinicalTrials",2013-05-01,36182
"175","ClinicalTrials",2013-06-01,31947
"176","ClinicalTrials",2013-07-01,31006
"177","ClinicalTrials",2013-08-01,35519
"178","ClinicalTrials",2013-09-01,52642
"179","ClinicalTrials",2013-10-01,58961
"180","ClinicalTrials",2013-11-01,57762
"181","ClinicalTrials",2013-12-01,39899
"182","ClinicalTrials",2014-01-01,47616
"183","ClinicalTrials",2014-02-01,55622
"184","ClinicalTrials",2014-03-01,65992
"185","ClinicalTrials",2014-04-01,70818
"186","ClinicalTrials",2014-05-01,61698
"187","ClinicalTrials",2014-06-01,58548
"188","ClinicalTrials",2014-07-01,66017
"189","ClinicalTrials",2014-08-01,71550
"190","ClinicalTrials",2014-09-01,72701
"191","ClinicalTrials",2014-10-01,99859
"192","ClinicalTrials",2014-11-01,92935
"193","ClinicalTrials",2014-12-01,84897
"194","ClinicalTrials",2015-01-01,85425
"195","ClinicalTrials",2015-02-01,92529
"196","ClinicalTrials",2015-03-01,123730
"197","ClinicalTrials",2015-04-01,119993
"198","ClinicalTrials",2015-05-01,110463
"199","ClinicalTrials",2015-06-01,114045
"200","ClinicalTrials",2015-07-01,104096
"201","ClinicalTrials",2015-08-01,131337
"202","ClinicalTrials",2015-09-01,142028
"203","ClinicalTrials",2015-10-01,154391
"204","ClinicalTrials",2015-11-01,166964
"205","ClinicalTrials",2015-12-01,135016
"206","ClinicalTrials",2016-01-01,157639
"207","ClinicalTrials",2016-02-01,213391
"208","ClinicalTrials",2016-03-01,186318
"209","ClinicalTrials",2016-04-01,169048
"210","ClinicalTrials",2016-05-01,214086
"211","ClinicalTrials",2016-06-01,170694
"212","ClinicalTrials",2016-07-01,173196
"213","ClinicalTrials",2016-08-01,158166
"214","ClinicalTrials",2016-09-01,192097
"215","ClinicalTrials",2016-10-01,241506
"216","ClinicalTrials",2016-11-01,284536
"217","ClinicalTrials",2016-12-01,213365
"218","ClinicalTrials",2017-01-01,216299
"219","ClinicalTrials",2017-02-01,241676
"220","ClinicalTrials",2017-03-01,288176
"221","ClinicalTrials",2017-04-01,279130
"222","ClinicalTrials",2017-05-01,266223
"223","ClinicalTrials",2017-06-01,256404
"224","ClinicalTrials",2017-07-01,259998
"225","ClinicalTrials",2017-08-01,215046
"226","ClinicalTrials",2017-09-01,274801
"227","ClinicalTrials",2017-10-01,327208
"228","ClinicalTrials",2017-11-01,401331
"229","ClinicalTrials",2017-12-01,287451
"230","ClinicalTrials",2018-01-01,286161
"231","ClinicalTrials",2018-02-01,250859
"232","ClinicalTrials",2018-03-01,359176
"233","ClinicalTrials",2018-04-01,378179
"234","ClinicalTrials",2018-05-01,330275
"235","ClinicalTrials",2018-06-01,279935
"236","ClinicalTrials",2018-07-01,238539
"237","ClinicalTrials",2018-08-01,230965
"238","ClinicalTrials",2018-09-01,312833
"239","ClinicalTrials",2018-10-01,396413
"240","ClinicalTrials",2018-11-01,412980
"241","ClinicalTrials",2018-12-01,295753
"242","ClinicalTrials",2019-01-01,321148
"243","ClinicalTrials",2019-02-01,325250
"244","ClinicalTrials",2019-03-01,1338987
"245","ClinicalTrials",2019-04-01,1422772
"246","ClinicalTrials",2019-05-01,872106
"247","ClinicalTrials",2019-06-01,388828
"248","ClinicalTrials",2019-07-01,411208
"249","ClinicalTrials",2019-08-01,141106
"250","Cluster",2012-10-01,3225
"251","Cluster",2012-11-01,34428
"252","Cluster",2012-12-01,41097
"253","Cluster",2013-01-01,73038
"254","Cluster",2013-02-01,83638
"255","Cluster",2013-03-01,108944
"256","Cluster",2013-04-01,107202
"257","Cluster",2013-05-01,103517
"258","Cluster",2013-06-01,98401
"259","Cluster",2013-07-01,93935
"260","Cluster",2013-08-01,100053
"261","Cluster",2013-09-01,134756
"262","Cluster",2013-10-01,140958
"263","Cluster",2013-11-01,165699
"264","Cluster",2013-12-01,134832
"265","Cluster",2014-01-01,172815
"266","Cluster",2014-02-01,180314
"267","Cluster",2014-03-01,241023
"268","Cluster",2014-04-01,261109
"269","Cluster",2014-05-01,201704
"270","Cluster",2014-06-01,215819
"271","Cluster",2014-07-01,210195
"272","Cluster",2014-08-01,243090
"273","Cluster",2014-09-01,285722
"274","Cluster",2014-10-01,328200
"275","Cluster",2014-11-01,350228
"276","Cluster",2014-12-01,310232
"277","Cluster",2015-01-01,371841
"278","Cluster",2015-02-01,375856
"279","Cluster",2015-03-01,446313
"280","Cluster",2015-04-01,496171
"281","Cluster",2015-05-01,438167
"282","Cluster",2015-06-01,437072
"283","Cluster",2015-07-01,407031
"284","Cluster",2015-08-01,456804
"285","Cluster",2015-09-01,453634
"286","Cluster",2015-10-01,517241
"287","Cluster",2015-11-01,545496
"288","Cluster",2015-12-01,474711
"289","Cluster",2016-01-01,516290
"290","Cluster",2016-02-01,625269
"291","Cluster",2016-03-01,657747
"292","Cluster",2016-04-01,644134
"293","Cluster",2016-05-01,681109
"294","Cluster",2016-06-01,645142
"295","Cluster",2016-07-01,640244
"296","Cluster",2016-08-01,604342
"297","Cluster",2016-09-01,767014
"298","Cluster",2016-10-01,1048607
"299","Cluster",2016-11-01,1133086
"300","Cluster",2016-12-01,924680
"301","Cluster",2017-01-01,949585
"302","Cluster",2017-02-01,1480705
"303","Cluster",2017-03-01,1428209
"304","Cluster",2017-04-01,1396496
"305","Cluster",2017-05-01,1341705
"306","Cluster",2017-06-01,1119269
"307","Cluster",2017-07-01,1073649
"308","Cluster",2017-08-01,1045625
"309","Cluster",2017-09-01,1203895
"310","Cluster",2017-10-01,1526530
"311","Cluster",2017-11-01,1692649
"312","Cluster",2017-12-01,1314261
"313","Cluster",2018-01-01,1379053
"314","Cluster",2018-02-01,1309680
"315","Cluster",2018-03-01,1777159
"316","Cluster",2018-04-01,2022248
"317","Cluster",2018-05-01,2006260
"318","Cluster",2018-06-01,1659415
"319","Cluster",2018-07-01,1579981
"320","Cluster",2018-08-01,1660140
"321","Cluster",2018-09-01,2061946
"322","Cluster",2018-10-01,2587417
"323","Cluster",2018-11-01,2450177
"324","Cluster",2018-12-01,1838303
"325","Cluster",2019-01-01,2035131
"326","Cluster",2019-02-01,2113347
"327","Cluster",2019-03-01,2736653
"328","Cluster",2019-04-01,2641868
"329","Cluster",2019-05-01,2627845
"330","Cluster",2019-06-01,2656986
"331","Cluster",2019-07-01,2601840
"332","Cluster",2019-08-01,882742
"333","Databases",2012-10-01,521
"334","Databases",2012-11-01,5554
"335","Databases",2012-12-01,6684
"336","Databases",2013-01-01,12290
"337","Databases",2013-02-01,14064
"338","Databases",2013-03-01,15051
"339","Databases",2013-04-01,20061
"340","Databases",2013-05-01,20284
"341","Databases",2013-06-01,19179
"342","Databases",2013-07-01,22437
"343","Databases",2013-08-01,21065
"344","Databases",2013-09-01,25457
"345","Databases",2013-10-01,28718
"346","Databases",2013-11-01,30087
"347","Databases",2013-12-01,24169
"348","Databases",2014-01-01,30654
"349","Databases",2014-02-01,33120
"350","Databases",2014-03-01,42363
"351","Databases",2014-04-01,55586
"352","Databases",2014-05-01,49645
"353","Databases",2014-06-01,103270
"354","Databases",2014-07-01,96114
"355","Databases",2014-08-01,79488
"356","Databases",2014-09-01,72344
"357","Databases",2014-10-01,69714
"358","Databases",2014-11-01,81877
"359","Databases",2014-12-01,82329
"360","Databases",2015-01-01,88454
"361","Databases",2015-02-01,75453
"362","Databases",2015-03-01,88963
"363","Databases",2015-04-01,95071
"364","Databases",2015-05-01,97502
"365","Databases",2015-06-01,131079
"366","Databases",2015-07-01,144494
"367","Databases",2015-08-01,125174
"368","Databases",2015-09-01,126961
"369","Databases",2015-10-01,126679
"370","Databases",2015-11-01,141498
"371","Databases",2015-12-01,122065
"372","Databases",2016-01-01,132097
"373","Databases",2016-02-01,141216
"374","Databases",2016-03-01,141440
"375","Databases",2016-04-01,128043
"376","Databases",2016-05-01,161712
"377","Databases",2016-06-01,149914
"378","Databases",2016-07-01,157560
"379","Databases",2016-08-01,139309
"380","Databases",2016-09-01,165954
"381","Databases",2016-10-01,193426
"382","Databases",2016-11-01,229927
"383","Databases",2016-12-01,222678
"384","Databases",2017-01-01,224499
"385","Databases",2017-02-01,293384
"386","Databases",2017-03-01,494641
"387","Databases",2017-04-01,371190
"388","Databases",2017-05-01,346374
"389","Databases",2017-06-01,397274
"390","Databases",2017-07-01,382306
"391","Databases",2017-08-01,359528
"392","Databases",2017-09-01,337775
"393","Databases",2017-10-01,294140
"394","Databases",2017-11-01,432950
"395","Databases",2017-12-01,359787
"396","Databases",2018-01-01,473343
"397","Databases",2018-02-01,394808
"398","Databases",2018-03-01,502465
"399","Databases",2018-04-01,566014
"400","Databases",2018-05-01,534902
"401","Databases",2018-06-01,465668
"402","Databases",2018-07-01,460523
"403","Databases",2018-08-01,477108
"404","Databases",2018-09-01,815606
"405","Databases",2018-10-01,871447
"406","Databases",2018-11-01,829980
"407","Databases",2018-12-01,729598
"408","Databases",2019-01-01,1246954
"409","Databases",2019-02-01,969006
"410","Databases",2019-03-01,1129856
"411","Databases",2019-04-01,1168183
"412","Databases",2019-05-01,1221874
"413","Databases",2019-06-01,1171368
"414","Databases",2019-07-01,1077196
"415","Databases",2019-08-01,379507
"416","DifferentialEquations",2012-10-01,501
"417","DifferentialEquations",2012-11-01,2367
"418","DifferentialEquations",2012-12-01,2792
"419","DifferentialEquations",2013-01-01,3703
"420","DifferentialEquations",2013-02-01,3977
"421","DifferentialEquations",2013-03-01,5212
"422","DifferentialEquations",2013-04-01,6237
"423","DifferentialEquations",2013-05-01,5375
"424","DifferentialEquations",2013-06-01,4817
"425","DifferentialEquations",2013-07-01,4965
"426","DifferentialEquations",2013-08-01,6576
"427","DifferentialEquations",2013-09-01,8513
"428","DifferentialEquations",2013-10-01,6767
"429","DifferentialEquations",2013-11-01,7206
"430","DifferentialEquations",2013-12-01,6445
"431","DifferentialEquations",2014-01-01,9581
"432","DifferentialEquations",2014-02-01,8903
"433","DifferentialEquations",2014-03-01,11073
"434","DifferentialEquations",2014-04-01,12425
"435","DifferentialEquations",2014-05-01,9615
"436","DifferentialEquations",2014-06-01,10077
"437","DifferentialEquations",2014-07-01,12425
"438","DifferentialEquations",2014-08-01,17297
"439","DifferentialEquations",2014-09-01,13517
"440","DifferentialEquations",2014-10-01,16367
"441","DifferentialEquations",2014-11-01,19425
"442","DifferentialEquations",2014-12-01,14193
"443","DifferentialEquations",2015-01-01,18912
"444","DifferentialEquations",2015-02-01,18535
"445","DifferentialEquations",2015-03-01,23029
"446","DifferentialEquations",2015-04-01,24413
"447","DifferentialEquations",2015-05-01,20383
"448","DifferentialEquations",2015-06-01,20956
"449","DifferentialEquations",2015-07-01,17165
"450","DifferentialEquations",2015-08-01,19636
"451","DifferentialEquations",2015-09-01,20244
"452","DifferentialEquations",2015-10-01,21063
"453","DifferentialEquations",2015-11-01,24312
"454","DifferentialEquations",2015-12-01,21203
"455","DifferentialEquations",2016-01-01,23199
"456","DifferentialEquations",2016-02-01,25433
"457","DifferentialEquations",2016-03-01,25403
"458","DifferentialEquations",2016-04-01,22074
"459","DifferentialEquations",2016-05-01,23317
"460","DifferentialEquations",2016-06-01,22582
"461","DifferentialEquations",2016-07-01,22341
"462","DifferentialEquations",2016-08-01,15810
"463","DifferentialEquations",2016-09-01,24893
"464","DifferentialEquations",2016-10-01,25569
"465","DifferentialEquations",2016-11-01,49304
"466","DifferentialEquations",2016-12-01,25737
"467","DifferentialEquations",2017-01-01,38015
"468","DifferentialEquations",2017-02-01,25189
"469","DifferentialEquations",2017-03-01,33541
"470","DifferentialEquations",2017-04-01,45622
"471","DifferentialEquations",2017-05-01,32636
"472","DifferentialEquations",2017-06-01,31826
"473","DifferentialEquations",2017-07-01,43181
"474","DifferentialEquations",2017-08-01,28276
"475","DifferentialEquations",2017-09-01,40195
"476","DifferentialEquations",2017-10-01,40066
"477","DifferentialEquations",2017-11-01,35841
"478","DifferentialEquations",2017-12-01,54385
"479","DifferentialEquations",2018-01-01,41013
"480","DifferentialEquations",2018-02-01,30619
"481","DifferentialEquations",2018-03-01,36614
"482","DifferentialEquations",2018-04-01,38316
"483","DifferentialEquations",2018-05-01,36206
"484","DifferentialEquations",2018-06-01,35276
"485","DifferentialEquations",2018-07-01,30632
"486","DifferentialEquations",2018-08-01,34374
"487","DifferentialEquations",2018-09-01,53987
"488","DifferentialEquations",2018-10-01,62393
"489","DifferentialEquations",2018-11-01,58336
"490","DifferentialEquations",2018-12-01,58286
"491","DifferentialEquations",2019-01-01,56486
"492","DifferentialEquations",2019-02-01,54285
"493","DifferentialEquations",2019-03-01,70930
"494","DifferentialEquations",2019-04-01,78621
"495","DifferentialEquations",2019-05-01,90532
"496","DifferentialEquations",2019-06-01,62607
"497","DifferentialEquations",2019-07-01,74599
"498","DifferentialEquations",2019-08-01,24287
"499","Distributions",2012-10-01,4659
"500","Distributions",2012-11-01,66620
"501","Distributions",2012-12-01,71759
"502","Distributions",2013-01-01,156300
"503","Distributions",2013-02-01,178098
"504","Distributions",2013-03-01,203577
"505","Distributions",2013-04-01,191852
"506","Distributions",2013-05-01,189102
"507","Distributions",2013-06-01,173421
"508","Distributions",2013-07-01,216928
"509","Distributions",2013-08-01,231917
"510","Distributions",2013-09-01,297041
"511","Distributions",2013-10-01,287050
"512","Distributions",2013-11-01,303154
"513","Distributions",2013-12-01,240721
"514","Distributions",2014-01-01,294157
"515","Distributions",2014-02-01,314632
"516","Distributions",2014-03-01,518035
"517","Distributions",2014-04-01,580093
"518","Distributions",2014-05-01,515444
"519","Distributions",2014-06-01,482390
"520","Distributions",2014-07-01,426229
"521","Distributions",2014-08-01,485683
"522","Distributions",2014-09-01,588708
"523","Distributions",2014-10-01,751552
"524","Distributions",2014-11-01,614109
"525","Distributions",2014-12-01,508600
"526","Distributions",2015-01-01,715196
"527","Distributions",2015-02-01,754696
"528","Distributions",2015-03-01,969358
"529","Distributions",2015-04-01,1115426
"530","Distributions",2015-05-01,848462
"531","Distributions",2015-06-01,921010
"532","Distributions",2015-07-01,1047007
"533","Distributions",2015-08-01,1286240
"534","Distributions",2015-09-01,1161949
"535","Distributions",2015-10-01,1258260
"536","Distributions",2015-11-01,1489439
"537","Distributions",2015-12-01,1122693
"538","Distributions",2016-01-01,1089068
"539","Distributions",2016-02-01,1181223
"540","Distributions",2016-03-01,1253250
"541","Distributions",2016-04-01,1227749
"542","Distributions",2016-05-01,1273326
"543","Distributions",2016-06-01,1135432
"544","Distributions",2016-07-01,1054165
"545","Distributions",2016-08-01,931588
"546","Distributions",2016-09-01,1148154
"547","Distributions",2016-10-01,1447872
"548","Distributions",2016-11-01,1618950
"549","Distributions",2016-12-01,1210890
"550","Distributions",2017-01-01,1403687
"551","Distributions",2017-02-01,2111577
"552","Distributions",2017-03-01,2012467
"553","Distributions",2017-04-01,2106460
"554","Distributions",2017-05-01,2256847
"555","Distributions",2017-06-01,1819523
"556","Distributions",2017-07-01,1594293
"557","Distributions",2017-08-01,1538491
"558","Distributions",2017-09-01,1710451
"559","Distributions",2017-10-01,2088550
"560","Distributions",2017-11-01,2343307
"561","Distributions",2017-12-01,2051636
"562","Distributions",2018-01-01,2329403
"563","Distributions",2018-02-01,2033620
"564","Distributions",2018-03-01,2773618
"565","Distributions",2018-04-01,2745379
"566","Distributions",2018-05-01,3095707
"567","Distributions",2018-06-01,2590198
"568","Distributions",2018-07-01,2204651
"569","Distributions",2018-08-01,2064836
"570","Distributions",2018-09-01,2756134
"571","Distributions",2018-10-01,3716676
"572","Distributions",2018-11-01,4071275
"573","Distributions",2018-12-01,2977961
"574","Distributions",2019-01-01,3300411
"575","Distributions",2019-02-01,3207750
"576","Distributions",2019-03-01,3944429
"577","Distributions",2019-04-01,4601517
"578","Distributions",2019-05-01,4225028
"579","Distributions",2019-06-01,3703026
"580","Distributions",2019-07-01,3751546
"581","Distributions",2019-08-01,1272933
"582","Econometrics",2012-10-01,8564
"583","Econometrics",2012-11-01,160533
"584","Econometrics",2012-12-01,192218
"585","Econometrics",2013-01-01,395444
"586","Econometrics",2013-02-01,450435
"587","Econometrics",2013-03-01,485895
"588","Econometrics",2013-04-01,472813
"589","Econometrics",2013-05-01,460524
"590","Econometrics",2013-06-01,440177
"591","Econometrics",2013-07-01,548895
"592","Econometrics",2013-08-01,558401
"593","Econometrics",2013-09-01,719554
"594","Econometrics",2013-10-01,772029
"595","Econometrics",2013-11-01,851562
"596","Econometrics",2013-12-01,694250
"597","Econometrics",2014-01-01,879842
"598","Econometrics",2014-02-01,1013250
"599","Econometrics",2014-03-01,1414667
"600","Econometrics",2014-04-01,1545387
"601","Econometrics",2014-05-01,1182881
"602","Econometrics",2014-06-01,1443557
"603","Econometrics",2014-07-01,1384749
"604","Econometrics",2014-08-01,1289194
"605","Econometrics",2014-09-01,1345215
"606","Econometrics",2014-10-01,1868218
"607","Econometrics",2014-11-01,1560696
"608","Econometrics",2014-12-01,1457422
"609","Econometrics",2015-01-01,1963766
"610","Econometrics",2015-02-01,2648047
"611","Econometrics",2015-03-01,3277191
"612","Econometrics",2015-04-01,3352526
"613","Econometrics",2015-05-01,2891105
"614","Econometrics",2015-06-01,3195851
"615","Econometrics",2015-07-01,3621968
"616","Econometrics",2015-08-01,3893872
"617","Econometrics",2015-09-01,4119088
"618","Econometrics",2015-10-01,4284245
"619","Econometrics",2015-11-01,5523510
"620","Econometrics",2015-12-01,4898561
"621","Econometrics",2016-01-01,4144276
"622","Econometrics",2016-02-01,5349957
"623","Econometrics",2016-03-01,5980480
"624","Econometrics",2016-04-01,5468945
"625","Econometrics",2016-05-01,6114249
"626","Econometrics",2016-06-01,4982588
"627","Econometrics",2016-07-01,4232202
"628","Econometrics",2016-08-01,3978229
"629","Econometrics",2016-09-01,5426825
"630","Econometrics",2016-10-01,5874695
"631","Econometrics",2016-11-01,7139047
"632","Econometrics",2016-12-01,5251653
"633","Econometrics",2017-01-01,6149193
"634","Econometrics",2017-02-01,7018201
"635","Econometrics",2017-03-01,7271819
"636","Econometrics",2017-04-01,7469062
"637","Econometrics",2017-05-01,7699857
"638","Econometrics",2017-06-01,6015080
"639","Econometrics",2017-07-01,5450246
"640","Econometrics",2017-08-01,5591041
"641","Econometrics",2017-09-01,6044163
"642","Econometrics",2017-10-01,6900664
"643","Econometrics",2017-11-01,7190689
"644","Econometrics",2017-12-01,5647008
"645","Econometrics",2018-01-01,6807756
"646","Econometrics",2018-02-01,6121344
"647","Econometrics",2018-03-01,8038239
"648","Econometrics",2018-04-01,8388076
"649","Econometrics",2018-05-01,7729713
"650","Econometrics",2018-06-01,6879302
"651","Econometrics",2018-07-01,6194238
"652","Econometrics",2018-08-01,5896795
"653","Econometrics",2018-09-01,8150965
"654","Econometrics",2018-10-01,10212527
"655","Econometrics",2018-11-01,11150576
"656","Econometrics",2018-12-01,8340222
"657","Econometrics",2019-01-01,9200261
"658","Econometrics",2019-02-01,9601464
"659","Econometrics",2019-03-01,11240443
"660","Econometrics",2019-04-01,12495354
"661","Econometrics",2019-05-01,12009268
"662","Econometrics",2019-06-01,9176447
"663","Econometrics",2019-07-01,9500469
"664","Econometrics",2019-08-01,3564326
"665","Environmetrics",2012-10-01,7987
"666","Environmetrics",2012-11-01,144986
"667","Environmetrics",2012-12-01,181781
"668","Environmetrics",2013-01-01,303334
"669","Environmetrics",2013-02-01,325220
"670","Environmetrics",2013-03-01,423026
"671","Environmetrics",2013-04-01,430436
"672","Environmetrics",2013-05-01,409322
"673","Environmetrics",2013-06-01,378562
"674","Environmetrics",2013-07-01,417394
"675","Environmetrics",2013-08-01,443104
"676","Environmetrics",2013-09-01,566911
"677","Environmetrics",2013-10-01,631367
"678","Environmetrics",2013-11-01,688662
"679","Environmetrics",2013-12-01,603907
"680","Environmetrics",2014-01-01,699674
"681","Environmetrics",2014-02-01,776926
"682","Environmetrics",2014-03-01,1105554
"683","Environmetrics",2014-04-01,1140095
"684","Environmetrics",2014-05-01,857643
"685","Environmetrics",2014-06-01,1061565
"686","Environmetrics",2014-07-01,1026061
"687","Environmetrics",2014-08-01,1008229
"688","Environmetrics",2014-09-01,989471
"689","Environmetrics",2014-10-01,1334517
"690","Environmetrics",2014-11-01,1293189
"691","Environmetrics",2014-12-01,1208711
"692","Environmetrics",2015-01-01,1457080
"693","Environmetrics",2015-02-01,1955270
"694","Environmetrics",2015-03-01,2455756
"695","Environmetrics",2015-04-01,2800530
"696","Environmetrics",2015-05-01,2512946
"697","Environmetrics",2015-06-01,2689142
"698","Environmetrics",2015-07-01,2607294
"699","Environmetrics",2015-08-01,2692890
"700","Environmetrics",2015-09-01,2912917
"701","Environmetrics",2015-10-01,3210256
"702","Environmetrics",2015-11-01,6321280
"703","Environmetrics",2015-12-01,5232793
"704","Environmetrics",2016-01-01,3222786
"705","Environmetrics",2016-02-01,4169488
"706","Environmetrics",2016-03-01,4663051
"707","Environmetrics",2016-04-01,4266089
